filename,timestamp,bbox_id,class_id,x_center,y_center,bbox_width,bbox_height,bbox_area,aspect_ratio
20232882240_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1a02749dc6e5b5de9d56789c879ddd1b,2023-10-15 22:40:00,0,0,0.83671875,0.34296875,0.0828125,0.10546875,0.008734130859375,0.7851851851851852
20232882250_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.455486a1b11f1b6c5f29d77d9440e978,2023-10-15 22:50:00,0,0,0.8359375,0.35859375,0.084375,0.1265625,0.0106787109375,0.6666666666666667
20232882300_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.fda9726e26e694a5798c0cc68b2160cd,2023-10-15 23:00:00,0,0,0.1421875,0.42109375,0.040625,0.071875,0.0029199218749999998,0.5652173913043479
20232882300_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.fda9726e26e694a5798c0cc68b2160cd,2023-10-15 23:00:00,1,0,0.8421875,0.35546875,0.09921875,0.1140625,0.011317138671875,0.8698630136986301
20232882310_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ef9ff98d66fa89f8b5ed537e29c73e7b,2023-10-15 23:10:00,0,0,0.8484375,0.35703125,0.10078125,0.12578125,0.012676391601562502,0.8012422360248447
20232882320_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.9cef8acf13bf177ba68bdb2a0f57836c,2023-10-15 23:20:00,0,0,0.928125,0.409375,0.059375,0.09453125,0.00561279296875,0.628099173553719
20232882330_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.626a0ff4658b4fafd8277c5f08d75cae,2023-10-15 23:30:00,0,0,0.840625,0.33828125,0.09375,0.1015625,0.009521484375,0.9230769230769231
20232882330_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.626a0ff4658b4fafd8277c5f08d75cae,2023-10-15 23:30:00,1,0,0.928125,0.40859375,0.05859375,0.096875,0.00567626953125,0.6048387096774194
20232882340_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f953d6422379bf0b5eb10ba831a418f2,2023-10-15 23:40:00,0,0,0.92734375,0.41015625,0.05859375,0.09609375,0.0056304931640625,0.6097560975609756
20232882340_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f953d6422379bf0b5eb10ba831a418f2,2023-10-15 23:40:00,1,0,0.83828125,0.33828125,0.090625,0.09765625,0.00885009765625,0.9279999999999999
20232882350_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.206eb3fb08991e4c1fab96ad2d3a76ba,2023-10-15 23:50:00,0,0,0.92734375,0.41015625,0.0578125,0.096875,0.0056005859375,0.5967741935483871
20232882350_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.206eb3fb08991e4c1fab96ad2d3a76ba,2023-10-15 23:50:00,1,0,0.853125,0.3359375,0.0859375,0.09765625,0.008392333984375,0.88
20232890000_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ba8a0721a1e3b0f40271d7fa2a58e06d,2023-10-16 00:00:00,0,0,0.846875,0.33671875,0.0921875,0.0984375,0.00907470703125,0.9365079365079366
20232890000_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ba8a0721a1e3b0f40271d7fa2a58e06d,2023-10-16 00:00:00,1,0,0.92734375,0.409375,0.05703125,0.09765625,0.0055694580078125,0.584
20232890000_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ba8a0721a1e3b0f40271d7fa2a58e06d,2023-10-16 00:00:00,2,0,0.1421875,0.41484375,0.028125,0.07421875,0.00208740234375,0.37894736842105264
20232890010_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e936664d0e8f8feaa89528597e7ef328,2023-10-16 00:10:00,0,0,0.92734375,0.4078125,0.05625,0.0984375,0.005537109375,0.5714285714285715
20232890010_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e936664d0e8f8feaa89528597e7ef328,2023-10-16 00:10:00,1,0,0.846875,0.33671875,0.096875,0.09765625,0.00946044921875,0.992
20232890010_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e936664d0e8f8feaa89528597e7ef328,2023-10-16 00:10:00,2,0,0.14140625,0.41484375,0.0265625,0.07421875,0.001971435546875,0.35789473684210527
20232890020_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.69cf7d1bc6b3dd7cc9e014edb78e7c62,2023-10-16 00:20:00,0,0,0.8453125,0.3578125,0.10703125,0.1265625,0.013546142578124998,0.845679012345679
20232890020_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.69cf7d1bc6b3dd7cc9e014edb78e7c62,2023-10-16 00:20:00,1,0,0.92734375,0.409375,0.06015625,0.10234375,0.0061566162109375,0.5877862595419847
20232890030_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.eac2296f8c06eedc71f2de979f84f107,2023-10-16 00:30:00,0,0,0.925,0.40703125,0.0515625,0.08984375,0.0046325683593749995,0.5739130434782609
20232890030_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.eac2296f8c06eedc71f2de979f84f107,2023-10-16 00:30:00,1,0,0.84296875,0.35859375,0.1140625,0.128125,0.014614257812499998,0.8902439024390244
20232890030_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.eac2296f8c06eedc71f2de979f84f107,2023-10-16 00:30:00,2,0,0.14296875,0.41484375,0.0265625,0.071875,0.0019091796874999999,0.3695652173913044
20232890040_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.c7af32cef2a2b5310b6b43ed4e2712f3,2023-10-16 00:40:00,0,0,0.9265625,0.40625,0.05625,0.09453125,0.0053173828125,0.5950413223140496
20232890040_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.c7af32cef2a2b5310b6b43ed4e2712f3,2023-10-16 00:40:00,1,0,0.840625,0.3578125,0.11015625,0.12734375,0.0140277099609375,0.8650306748466257
20232890100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e89336df5d9d206fa5df94a339f1e2ec,2023-10-16 01:00:00,0,0,0.14921875,0.409375,0.0359375,0.0703125,0.00252685546875,0.5111111111111111
20232890100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e89336df5d9d206fa5df94a339f1e2ec,2023-10-16 01:00:00,1,0,0.18203125,0.5625,0.08203125,0.0671875,0.005511474609375,1.2209302325581395
20232890100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e89336df5d9d206fa5df94a339f1e2ec,2023-10-16 01:00:00,2,0,0.8375,0.35859375,0.09921875,0.13671875,0.0135650634765625,0.7257142857142856
20232890100_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e89336df5d9d206fa5df94a339f1e2ec,2023-10-16 01:00:00,3,0,0.07890625,0.52109375,0.04453125,0.0828125,0.003687744140625,0.5377358490566038
20232890110_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.254ddcb413076c03bafc9fa8126a06c2,2023-10-16 01:10:00,0,0,0.9234375,0.40546875,0.0484375,0.08984375,0.004351806640625,0.5391304347826087
20232890120_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.d7512692f31163b63a16db911964289c,2023-10-16 01:20:00,0,0,0.9203125,0.40234375,0.04140625,0.09375,0.0038818359374999997,0.44166666666666665
20232890130_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.2370d2fb53a55d1e35bd56f46667e923,2023-10-16 01:30:00,0,0,0.9265625,0.4046875,0.05703125,0.09765625,0.0055694580078125,0.584
20232890140_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ee9e4442406909a9985675bb691f6a51,2023-10-16 01:40:00,0,0,0.9265625,0.403125,0.05859375,0.10078125,0.0059051513671875,0.5813953488372093
20232890150_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.cc3594455836f295e993b0195be133e1,2023-10-16 01:50:00,0,0,0.92734375,0.41875,0.0609375,0.075,0.0045703125,0.8125
20232890200_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.46a2f2b6f5284f33a7a11734ec68f8d6,2023-10-16 02:00:00,0,0,0.92734375,0.4265625,0.065625,0.06015625,0.00394775390625,1.0909090909090908
20232890210_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7838ba269e6beff8ab9288bd88f196d1,2023-10-16 02:10:00,0,0,0.92421875,0.42421875,0.059375,0.06484375,0.0038500976562500003,0.9156626506024095
20232890220_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.c0608548f93127407e3f2e07944ad434,2023-10-16 02:20:00,0,0,0.9234375,0.403125,0.04921875,0.09609375,0.0047296142578125006,0.5121951219512195
20232890230_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1fd2a08063aefae1e16c7e362e1b2739,2023-10-16 02:30:00,0,0,0.92265625,0.40390625,0.05078125,0.10078125,0.0051177978515625005,0.5038759689922481
20232890240_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.5779c76fd75778a33e87a10ca1277802,2023-10-16 02:40:00,0,0,0.925,0.41875,0.06015625,0.07578125,0.0045587158203125,0.7938144329896908
20232890250_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.cf1fcf774b55baf88e0543b296940cbc,2023-10-16 02:50:00,0,0,0.9234375,0.42265625,0.05859375,0.06328125,0.0037078857421875,0.9259259259259259
20232890300_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.49c49780fd232fac6d6abdff983d5e4e,2023-10-16 03:00:00,0,0,0.925,0.41875,0.0609375,0.0765625,0.00466552734375,0.7959183673469387
20232890310_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.b9e9742ec721cea96e0b1d66f2ab6a48,2023-10-16 03:10:00,0,0,0.9265625,0.4234375,0.0671875,0.06640625,0.004461669921875,1.011764705882353
20232890320_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.8416fcd50862f207d3cafed99e70e3b4,2023-10-16 03:20:00,0,0,0.928125,0.421875,0.06875,0.0671875,0.004619140625,1.0232558139534884
20232890330_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.87fd0d27132bc076bcfaa74c91e6f953,2023-10-16 03:30:00,0,0,0.9265625,0.4234375,0.06796875,0.06796875,0.004619750976562499,1.0
20232890340_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.9f9d8297d20521606897c2fe215180c2,2023-10-16 03:40:00,0,0,0.9296875,0.425,0.07109375,0.05390625,0.0038323974609375,1.3188405797101448
20232890340_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.9f9d8297d20521606897c2fe215180c2,2023-10-16 03:40:00,1,0,0.80390625,0.31640625,0.021875,0.02734375,0.0005981445312499999,0.7999999999999999
20232890340_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.9f9d8297d20521606897c2fe215180c2,2023-10-16 03:40:00,2,0,0.81875,0.3890625,0.0703125,0.06640625,0.004669189453125,1.0588235294117647
20232890350_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.c6b51da00bc30ff5a0dc6db275205fef,2023-10-16 03:50:00,0,0,0.928125,0.42421875,0.07109375,0.059375,0.00422119140625,1.1973684210526316
20232890400_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.43bb5e603e04e3960f9789d2b362fac7,2023-10-16 04:00:00,0,0,0.9296875,0.4265625,0.07265625,0.04921875,0.0035760498046875,1.4761904761904763
20232890410_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.60dacf0127f8151c024295b951ed158f,2023-10-16 04:10:00,0,0,0.92890625,0.4296875,0.07265625,0.05,0.0036328125000000006,1.453125
20232890420_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.042cad7382b722d60751a22feda47cfd,2023-10-16 04:20:00,0,0,0.9296875,0.42734375,0.07421875,0.04609375,0.0034210205078125003,1.6101694915254237
20232890440_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1610d2efb57f1614994c21afaadd2c8d,2023-10-16 04:40:00,0,0,0.928125,0.42265625,0.0734375,0.05078125,0.003729248046875,1.4461538461538461
20232890440_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1610d2efb57f1614994c21afaadd2c8d,2023-10-16 04:40:00,1,0,0.8046875,0.32265625,0.02421875,0.02578125,0.0006243896484375,0.9393939393939394
20232890440_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1610d2efb57f1614994c21afaadd2c8d,2023-10-16 04:40:00,2,0,0.82265625,0.38515625,0.0734375,0.0328125,0.0024096679687500002,2.238095238095238
20232890450_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.d80521b3accc91084ed32c42dd245806,2023-10-16 04:50:00,0,0,0.92890625,0.42734375,0.0734375,0.04375,0.003212890625,1.6785714285714288
20232890500_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.18e32e2ae824a9159d16b3be71ea32f3,2023-10-16 05:00:00,0,0,0.93046875,0.428125,0.07578125,0.04765625,0.0036114501953124997,1.5901639344262295
20232890510_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1623515b1d6f5ddc55cccce8ed17541b,2023-10-16 05:10:00,0,0,0.93125,0.42265625,0.0765625,0.053125,0.0040673828125,1.4411764705882355
20232890520_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e1006c66a593ba681d0c0013e2fc2174,2023-10-16 05:20:00,0,0,0.9296875,0.425,0.07421875,0.0484375,0.003594970703125,1.532258064516129
20232890530_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.853857f524f232ded88ed5c4a17065ec,2023-10-16 05:30:00,0,0,0.93203125,0.42109375,0.0796875,0.06640625,0.005291748046874999,1.2
20232890540_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ff02dfd5d6611a124aff050cfb540901,2023-10-16 05:40:00,0,0,0.92890625,0.4234375,0.07421875,0.05625,0.0041748046875,1.3194444444444444
20232890540_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ff02dfd5d6611a124aff050cfb540901,2023-10-16 05:40:00,1,0,0.8,0.3109375,0.0328125,0.0375,0.00123046875,0.8750000000000001
20232890550_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ccf1d645fa2a433759ff5a5f10d3c9a7,2023-10-16 05:50:00,0,0,0.93203125,0.42265625,0.08046875,0.0578125,0.004652099609375001,1.3918918918918919
20232890600_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7498820139be167089f64c4cd398afcf,2023-10-16 06:00:00,0,0,0.82265625,0.39765625,0.04765625,0.08671875,0.0041326904296875,0.5495495495495495
20232890600_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7498820139be167089f64c4cd398afcf,2023-10-16 06:00:00,1,0,0.80390625,0.309375,0.03671875,0.04453125,0.0016351318359375002,0.8245614035087719
20232890620_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.4a95e83bc982de91e89f93f5501ce901,2023-10-16 06:20:00,0,0,0.81796875,0.37890625,0.0359375,0.05390625,0.001937255859375,0.6666666666666666
20232890630_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.cece5fc6605288525ba96e743c609f7f,2023-10-16 06:30:00,0,0,0.9328125,0.43046875,0.084375,0.06484375,0.005471191406250001,1.3012048192771084
20232890650_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f184970512686268ff8cee69d8537519,2023-10-16 06:50:00,0,0,0.8171875,0.37890625,0.03671875,0.05390625,0.0019793701171875,0.6811594202898551
20232890650_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.f184970512686268ff8cee69d8537519,2023-10-16 06:50:00,1,0,0.9328125,0.434375,0.0828125,0.06640625,0.005499267578125,1.2470588235294118
20232890700_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.7bba1b247b17469d2bfad7c5eaa6c384,2023-10-16 07:00:00,0,0,0.8171875,0.37734375,0.0375,0.06015625,0.002255859375,0.6233766233766234
20232890710_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.807e93b00e490d592eae55f6833ceaed,2023-10-16 07:10:00,0,0,0.8171875,0.37734375,0.03671875,0.0609375,0.0022375488281250002,0.6025641025641026
20232890720_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.1fe923400496eb923d742628d3b99193,2023-10-16 07:20:00,0,0,0.8171875,0.378125,0.0390625,0.06171875,0.002410888671875,0.6329113924050632
20232890730_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ada3bde0433c95f391970c449455d6f3,2023-10-16 07:30:00,0,0,0.8171875,0.37734375,0.03984375,0.0625,0.002490234375,0.6375
20232890740_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.4297ae72d8f7dedc6d37c8e47abad1bc,2023-10-16 07:40:00,0,0,0.8171875,0.37734375,0.04140625,0.0640625,0.0026525878906249996,0.6463414634146342
20232890750_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e508fb7fdde201756ddd8fdc1be086e0,2023-10-16 07:50:00,0,0,0.81640625,0.3765625,0.0421875,0.06328125,0.002669677734375,0.6666666666666667
20232890800_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.83f716836f2a9ca8669e60fc8030f612,2023-10-16 08:00:00,0,0,0.8171875,0.378125,0.04375,0.0671875,0.002939453125,0.6511627906976744
20232890810_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.259049ef5d0de735850375b3a5483a6f,2023-10-16 08:10:00,0,0,0.81640625,0.378125,0.0421875,0.06875,0.0029003906250000006,0.6136363636363636
20232890810_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.259049ef5d0de735850375b3a5483a6f,2023-10-16 08:10:00,1,0,0.0796875,0.51953125,0.0625,0.08984375,0.005615234375,0.6956521739130435
20232890820_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.6d03ce4f92b00d4b7fac65d7184b61dd,2023-10-16 08:20:00,0,0,0.77265625,0.28984375,0.021875,0.0296875,0.0006494140624999999,0.7368421052631579
20232890820_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.6d03ce4f92b00d4b7fac65d7184b61dd,2023-10-16 08:20:00,1,0,0.8140625,0.375,0.0609375,0.07578125,0.004617919921875,0.8041237113402062
20232890820_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.6d03ce4f92b00d4b7fac65d7184b61dd,2023-10-16 08:20:00,2,0,0.9625,0.42734375,0.021875,0.0703125,0.0015380859375,0.3111111111111111
20232890830_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.248bd24a0742579fc2f50df4b4535db6,2023-10-16 08:30:00,0,0,0.8171875,0.37734375,0.046875,0.07109375,0.0033325195312499997,0.6593406593406593
20232890840_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e5a5e0e7c55503382d4b57d07cb02a51,2023-10-16 08:40:00,0,0,0.81796875,0.3765625,0.0484375,0.06953125,0.0033679199218750004,0.6966292134831461
20232890840_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.e5a5e0e7c55503382d4b57d07cb02a51,2023-10-16 08:40:00,1,0,0.0765625,0.51875,0.05703125,0.0921875,0.005257568359375,0.6186440677966101
20232890850_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.b87993b5314cec8db7725d8b24c21f84,2023-10-16 08:50:00,0,0,0.07578125,0.51875,0.05703125,0.0953125,0.005435791015624999,0.5983606557377049
20232890850_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.b87993b5314cec8db7725d8b24c21f84,2023-10-16 08:50:00,1,0,0.8171875,0.3765625,0.04765625,0.06953125,0.0033135986328125,0.6853932584269662
20232890900_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ecb44ba55771fbab0b8ea846c5241641,2023-10-16 09:00:00,0,0,0.07734375,0.51953125,0.059375,0.096875,0.005751953125,0.6129032258064515
20232890900_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ecb44ba55771fbab0b8ea846c5241641,2023-10-16 09:00:00,1,0,0.81875,0.37265625,0.0515625,0.06953125,0.003585205078125,0.7415730337078651
20232890910_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ac87ffc5f7c04e9eab46fbdff085143d,2023-10-16 09:10:00,0,0,0.83046875,0.36015625,0.10859375,0.07578125,0.008229370117187499,1.4329896907216497
20232890910_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ac87ffc5f7c04e9eab46fbdff085143d,2023-10-16 09:10:00,1,0,0.0765625,0.5234375,0.0609375,0.09609375,0.005855712890625,0.6341463414634145
20232890920_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.ec48b592f90faf935d7e03e026e464a6,2023-10-16 09:20:00,0,0,0.07734375,0.51953125,0.0609375,0.09609375,0.005855712890625,0.6341463414634145
20232890930_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.aaa71f3eab653062670dc21018d3249f,2023-10-16 09:30:00,0,0,0.07734375,0.51796875,0.059375,0.09609375,0.00570556640625,0.6178861788617885
20232890940_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.2bedeeff10e08e4cb22d59122bdacf82,2023-10-16 09:40:00,0,0,0.0765625,0.51875,0.0578125,0.0984375,0.00569091796875,0.5873015873015873
20232890950_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.9f9720b64939525b0145c62b54a918cd,2023-10-16 09:50:00,0,0,0.07265625,0.51875,0.05234375,0.096875,0.00507080078125,0.5403225806451613
20232891000_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.fc270315e33df2172aba8f8efb8cee52,2023-10-16 10:00:00,0,0,0.075,0.51875,0.06328125,0.09765625,0.0061798095703125,0.648
20232891010_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.03dd2a0654615377322cfb882c7e53d5,2023-10-16 10:10:00,0,0,0.07421875,0.51796875,0.05703125,0.09921875,0.0056585693359375,0.5748031496062992
20232891010_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.03dd2a0654615377322cfb882c7e53d5,2023-10-16 10:10:00,1,0,0.81875,0.36171875,0.05390625,0.06328125,0.0034112548828125,0.851851851851852
20232891020_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.04a80da6dce56424efc8bc4d3dbb9011,2023-10-16 10:20:00,0,0,0.07421875,0.51796875,0.0546875,0.1,0.0054687500000000005,0.546875
20232891020_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.04a80da6dce56424efc8bc4d3dbb9011,2023-10-16 10:20:00,1,0,0.828125,0.37109375,0.075,0.07109375,0.00533203125,1.054945054945055
20232891020_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.04a80da6dce56424efc8bc4d3dbb9011,2023-10-16 10:20:00,2,0,0.7828125,0.29453125,0.02890625,0.03515625,0.0010162353515625001,0.8222222222222223
20232891030_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.dee211c29271bfc5ee6e9c119cb191b6,2023-10-16 10:30:00,0,0,0.07265625,0.51796875,0.05390625,0.09921875,0.0053485107421875,0.5433070866141733
20232891030_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.dee211c29271bfc5ee6e9c119cb191b6,2023-10-16 10:30:00,1,0,0.83671875,0.36015625,0.09609375,0.05625,0.0054052734375,1.7083333333333335
20232891040_GOES18-ABI-FD-Sandwich-678x678_jpg.rf.51662bce50372c19d763164be88b061a,2023-10-16 10:40:00,0,0,0.07421875,0.5171875,0.05390625,0.1015625,0.005474853515625,0.5307692307692308
